date,equity,held
2022-05-24,100000.0,0
2022-05-25,100000.0,0
2022-05-26,100000.0,0
2022-05-27,100000.0,0
2022-05-31,100000.0,0
2022-06-01,100000.0,0
2022-06-02,100000.0,0
2022-06-03,100000.0,0
2022-06-06,100000.0,0
2022-06-07,100000.0,0
2022-06-08,100000.0,0
2022-06-09,100000.0,0
2022-06-10,100000.0,0
2022-06-13,100000.0,0
2022-06-14,100000.0,0
2022-06-15,100000.0,0
2022-06-16,100000.0,0
2022-06-17,100000.0,0
2022-06-21,100000.0,0
2022-06-22,100000.0,0
2022-06-23,100000.0,0
2022-06-24,100000.0,0
2022-06-27,100000.0,0
2022-06-28,100000.0,0
2022-06-29,100000.0,0
2022-06-30,100000.0,0
2022-07-01,100000.0,0
2022-07-05,100000.0,0
2022-07-06,100000.0,0
2022-07-07,100000.0,0
2022-07-08,100000.0,0
2022-07-11,100000.0,0
2022-07-12,100000.0,0
2022-07-13,100000.0,0
2022-07-14,100000.0,0
2022-07-15,100000.0,0
2022-07-18,100000.0,0
2022-07-19,100000.0,0
2022-07-20,100000.0,0
2022-07-21,100000.0,0
2022-07-22,100000.0,0
2022-07-25,100000.0,0
2022-07-26,100000.0,0
2022-07-27,100000.0,0
2022-07-28,100000.0,0
2022-07-29,100000.0,0
2022-08-01,100000.0,0
2022-08-02,100000.0,0
2022-08-03,100000.0,0
2022-08-04,100000.0,0
2022-08-05,100000.0,0
2022-08-08,100000.0,0
2022-08-09,100000.0,0
2022-08-10,100000.0,0
2022-08-11,100000.0,0
2022-08-12,100000.0,0
2022-08-15,100000.0,0
2022-08-16,100000.0,0
2022-08-17,100000.0,0
2022-08-18,100000.0,0
2022-08-19,100000.0,0
2022-08-22,100000.0,0
2022-08-23,100000.0,0
2022-08-24,100000.0,0
2022-08-25,100000.0,0
2022-08-26,100000.0,0
2022-08-29,100000.0,0
2022-08-30,100000.0,0
2022-08-31,100000.0,0
2022-09-01,100000.0,0
2022-09-02,100000.0,0
2022-09-06,100000.0,0
2022-09-07,100000.0,0
2022-09-08,100000.0,0
2022-09-09,100000.0,0
2022-09-12,100000.0,0
2022-09-13,100000.0,0
2022-09-14,100000.0,0
2022-09-15,100000.0,0
2022-09-16,100000.0,0
2022-09-19,100000.0,0
2022-09-20,100000.0,0
2022-09-21,100000.0,0
2022-09-22,100000.0,0
2022-09-23,100000.0,0
2022-09-26,100000.0,0
2022-09-27,100000.0,0
2022-09-28,100000.0,0
2022-09-29,100000.0,0
2022-09-30,100000.0,0
2022-10-03,100000.0,0
2022-10-04,100000.0,0
2022-10-05,100000.0,0
2022-10-06,100000.0,0
2022-10-07,100000.0,0
2022-10-10,100000.0,0
2022-10-11,100000.0,0
2022-10-12,100000.0,0
2022-10-13,100000.0,0
2022-10-14,100000.0,0
2022-10-17,100000.0,0
2022-10-18,100000.0,0
2022-10-19,100000.0,0
2022-10-20,100000.0,0
2022-10-21,100000.0,0
2022-10-24,100000.0,0
2022-10-25,100000.0,0
2022-10-26,100000.0,0
2022-10-27,100000.0,0
2022-10-28,100000.0,0
2022-10-31,100000.0,0
2022-11-01,100000.0,0
2022-11-02,100000.0,0
2022-11-03,100000.0,0
2022-11-04,100000.0,0
2022-11-07,100000.0,0
2022-11-08,100000.0,0
2022-11-09,100000.0,0
2022-11-10,100000.0,0
2022-11-11,100000.0,0
2022-11-14,100000.0,0
2022-11-15,100000.0,0
2022-11-16,100000.0,0
2022-11-17,100000.0,0
2022-11-18,100000.0,0
2022-11-21,100000.0,0
2022-11-22,100000.0,0
2022-11-23,100000.0,0
2022-11-25,100000.0,0
2022-11-28,100000.0,0
2022-11-29,100000.0,0
2022-11-30,100000.0,0
2022-12-01,100000.0,0
2022-12-02,100000.0,0
2022-12-05,100000.0,0
2022-12-06,100000.0,0
2022-12-07,100000.0,0
2022-12-08,100000.0,0
2022-12-09,100000.0,0
2022-12-12,100000.0,0
2022-12-13,100000.0,0
2022-12-14,100000.0,0
2022-12-15,100000.0,0
2022-12-16,100000.0,0
2022-12-19,100000.0,0
2022-12-20,100000.0,0
2022-12-21,100000.0,0
2022-12-22,100000.0,0
2022-12-23,100000.0,0
2022-12-27,100000.0,0
2022-12-28,100000.0,0
2022-12-29,100000.0,0
2022-12-30,100000.0,0
2023-01-03,100000.0,0
2023-01-04,100000.0,0
2023-01-05,100000.0,0
2023-01-06,100000.0,0
2023-01-09,100000.0,0
2023-01-10,100000.0,0
2023-01-11,100000.0,0
2023-01-12,100000.0,0
2023-01-13,100000.0,0
2023-01-17,100000.0,0
2023-01-18,100000.0,0
2023-01-19,100000.0,0
2023-01-20,100000.0,0
2023-01-23,100000.0,0
2023-01-24,100000.0,0
2023-01-25,100000.0,0
2023-01-26,100000.0,0
2023-01-27,102785.95135843278,1
2023-01-30,96617.91621247747,1
2023-01-31,96540.6218795075,0
2023-02-01,102699.97965368653,1
2023-02-02,113311.0535888507,1
2023-02-03,107458.12871359593,1
2023-02-06,104721.15571426859,1
2023-02-07,111205.69810845527,1
2023-02-08,105226.43299893217,1
2023-02-09,102405.22202310467,1
2023-02-10,100299.85817746825,1
2023-02-13,105057.99887213667,1
2023-02-14,107331.80520980954,1
2023-02-15,109731.92668602783,1
2023-02-16,103457.9206764048,1
2023-02-17,101226.24169222299,1
2023-02-21,94110.08177910442,1
2023-02-22,94194.28629464071,1
2023-02-23,96552.30551309085,1
2023-02-24,91667.84131463605,1
2023-02-27,93646.89002172706,1
2023-02-28,93183.70662959066,1
2023-03-01,90909.92538764067,1
2023-03-02,93099.49374881339,1
2023-03-03,98783.98449727269,1
2023-03-06,99205.07399688188,1
2023-03-07,95499.6319555136,1
2023-03-08,96804.94415542262,1
2023-03-09,91709.95193764514,1
2023-03-10,87920.28028501767,1
2023-03-13,87849.94406078965,0
2023-03-14,93751.6356042,1
2023-03-15,95109.76379484986,1
2023-03-16,102641.1736983686,1
2023-03-17,101118.42019245334,1
2023-03-20,102188.46430148532,1
2023-03-21,106509.74187790816,1
2023-03-22,102163.27380750308,1
2023-03-23,105806.02690969897,1
2023-03-24,106882.30936566647,1
2023-03-27,104688.37350288747,1
2023-03-28,102949.77973386363,1
2023-03-29,108579.51583169185,1
2023-03-30,111518.57031783299,1
2023-03-31,116982.74085151301,1
2023-04-03,116154.83126999953,1
2023-04-04,114995.75785588066,1
2023-04-05,111311.60109853187,1
2023-04-06,113546.94061646378,1
2023-04-10,113298.58409416422,1
2023-04-11,111104.62370315348,1
2023-04-12,108165.56921701235,1
2023-04-13,114374.84202190003,1
2023-04-14,113712.52253276647,1
2023-04-17,113836.70896999347,1
2023-04-18,113919.48357599034,1
2023-04-19,113671.10252545905,1
2023-04-20,111021.8327450021,1
2023-04-21,111228.81831645772,1
2023-04-24,110566.48247516969,1
2023-04-25,104315.83054336082,1
2023-04-26,106054.42431238465,1
2023-04-27,114623.21489635402,1
2023-04-28,116941.34537243728,1
2023-05-01,116610.19789198636,1
2023-05-02,113505.52878523356,1
2023-05-03,111270.20561945613,1
2023-05-04,110028.3412471859,1
2023-05-05,116775.75528005733,1
2023-05-08,117727.85129879783,1
2023-05-09,115451.11630179023,1
2023-05-10,119176.68489036919,1
2023-05-11,120170.16821210812,1
2023-05-12,118928.31201591514,1
2023-05-15,120749.6967430903,1
2023-05-16,121205.04701292272,1
2023-05-17,125551.5314354823,1
2023-05-18,132298.95364443096,1
2023-05-19,131388.2449286889,1
2023-05-22,132754.28756210886,1
2023-05-23,127621.29721318874,1
2023-05-24,125551.53143548226,1
2023-05-25,134617.0677683597,1
2023-05-26,144800.3065645121,1
2023-05-30,146828.62780667943,1
2023-05-31,143848.2187218488,1
2023-06-01,149064.0000289203,1
2023-06-02,152416.99295366372,1
2023-06-05,152748.1567862691,1
2023-06-06,152582.5748699664,1
2023-06-07,144800.30656451208,1
2023-06-08,149767.69864497503,1
2023-06-09,151589.08337215023,1
2023-06-12,159329.99707891507,1
2023-06-13,162889.9592229596,1
2023-06-14,166367.16311316172,1
2023-06-15,172203.90113460008,1
2023-06-16,168892.24645639164,1
2023-06-20,168064.36957918713,1
2023-06-21,161328.83538654816,1
2023-06-22,166685.6703781967,1
2023-06-23,161744.1147018181,1
2023-06-26,155349.06506984026,1
2023-06-27,163031.4217113987,1
2023-06-28,164028.05282287576,1
2023-06-29,162906.81829423233,1
2023-06-30,170256.94821314394,1
2023-07-03,171419.6518055582,1
2023-07-05,171295.13014916427,1
2023-07-06,167267.0712308672,1
2023-07-07,165564.50125817113,1
2023-07-10,165689.08832318304,1
2023-07-11,168056.06268470935,1
2023-07-12,174285.007131441,1
2023-07-13,182963.92947585857,1
2023-07-14,182797.84064276688,1
2023-07-17,187864.03244062082,1
2023-07-18,192348.83973795865,1
2023-07-19,192348.83973795865,1
2023-07-20,178852.83431709296,1
2023-07-21,177274.86776156322,1
2023-07-24,177980.79027062777,1
2023-07-25,181552.0190491116,1
2023-07-26,179683.3765954783,1
2023-07-27,178146.9118080284,1
2023-07-28,187780.9634958432,1
2023-07-31,188154.69198656987,1
2023-08-01,186701.27979174306,1
2023-08-02,174492.63043692146,1
2023-08-03,173246.84154757514,1
2023-08-04,170838.31636150557,1
2023-08-07,175073.98223312857,1
2023-08-08,170589.1422314818,1
2023-08-09,164900.0968693409,1
2023-08-10,165647.5702029487,1
2023-08-11,162325.48285017966,1
2023-08-14,167723.88501852594,1
2023-08-15,162574.64062804892,1
2023-08-16,157176.22210754815,1
2023-08-17,151860.88888397947,1
2023-08-18,151154.9827270694,1
2023-08-21,158463.54546928327,1
2023-08-22,157757.59025590977,1
2023-08-23,165190.75641529,1
2023-08-24,154310.93219028332,1
2023-08-25,157965.24626569924,1
2023-08-28,161494.97327610326,1
2023-08-29,171793.39664843935,1
2023-08-30,174658.68656570418,1
2023-08-31,176236.70217769736,1
2023-09-01,175613.79955694696,1
2023-09-05,176070.62969676015,1
2023-09-06,171419.6518055582,1
2023-09-07,167682.31784182816,1
2023-09-08,168180.66610187566,1
2023-09-11,173911.2786407143,1
2023-09-12,168346.77128712187,1
2023-09-13,170007.82313958363,1
2023-09-14,173994.29852902843,1
2023-09-15,165066.16935027813,1
2023-09-18,165439.91419315923,1
2023-09-19,164443.28308168217,1
2023-09-20,157313.15504919525,1
2023-09-21,148353.58067737267,1
2023-09-22,148478.59289840114,1
2023-09-25,150437.23761031308,1
2023-09-26,143727.98132992955,1
2023-09-27,144603.0668771287,1
2023-09-28,148103.57258747023,1
2023-09-29,148436.9439609309,1
2023-10-02,151979.09860874258,1
2023-10-03,143936.37318667074,1
2023-10-04,149770.42945477372,1
2023-10-05,148186.91951887403,1
2023-10-06,155646.23277327378,1
2023-10-09,157938.24885864646,1
2023-10-10,160521.92197139177,1
2023-10-11,163939.0807503295,1
2023-10-12,162022.15038450563,1
2023-10-13,155896.3062717942,1
2023-10-16,161146.99942868852,1
2023-10-17,159605.13843025896,1
2023-10-18,152854.23321240526,1
2023-10-19,148770.33168654612,1
2023-10-20,142061.0590540081,1
2023-10-23,143311.26302506504,1
2023-10-24,147353.45020483603,1
2023-10-25,136560.33327897958,1
2023-10-26,128600.89755577082,1
2023-10-27,130434.48916626815,1
2023-10-30,134643.4029131557,1
2023-10-31,136601.9740403725,1
2023-11-01,143644.61804637124,1
2023-11-02,151270.69057219653,1
2023-11-03,156604.74701264917,1
2023-11-06,158396.6324531356,1
2023-11-07,162855.5706420801,1
2023-11-08,163147.3257823796,1
2023-11-09,159271.75070464375,1
2023-11-10,169898.23100023333,1
2023-11-13,168356.3536496493,1
2023-11-14,178941.11959915078,1
2023-11-15,179441.18483541906,1
2023-11-16,179732.87456710063,1
2023-11-17,179857.90314028357,1
2023-11-20,186275.46968898553,1
2023-11-21,182900.00890398145,1
2023-11-22,185025.26571792856,1
2023-11-24,184108.49852895027,1
2023-11-27,183566.75165090285,1
2023-11-28,185025.2657179286,1
2023-11-29,184358.5229710072,1
2023-11-30,182816.64562042317,1
2023-12-01,184358.5229710072,1
2023-12-04,179107.81346195837,1
2023-12-05,180399.63366617652,1
2023-12-06,177190.88309613452,1
2023-12-07,184608.56376521863,1
2023-12-08,186817.21656703297,1
2023-12-11,191567.82813550456,1
2023-12-12,196193.44383510217,1
2023-12-13,203111.09197222695,1
2023-12-14,202777.72059876623,1
2023-12-15,205194.69984870392,1
2023-12-18,209486.9605269953,1
2023-12-19,212612.36416563348,1
2023-12-20,203165.6427595848,1
2023-12-21,209904.33291803914,1
2023-12-22,210741.448762527,1
2023-12-26,214592.13586113855,1
2023-12-27,215722.23325751215,1
2023-12-28,215178.1153170646,1
2023-12-29,212206.3892262649,1
2024-01-02,201449.5822594397,1
2024-01-03,195003.84094856214,1
2024-01-04,191739.14965803112,1
2024-01-05,192450.6809560836,1
2024-01-08,204044.62011955117,1
2024-01-09,205383.94333254467,1
